,id,gene_short_name,num_cells_expressed,use_for_ordering
ENSMUSG00000026034,ENSMUSG00000026034,Clk1,22564,FALSE
ENSMUSG00000026035,ENSMUSG00000026035,Ppil3,19878,FALSE
ENSMUSG00000026036,ENSMUSG00000026036,Nif3l1,10368,FALSE
ENSMUSG00000026037,ENSMUSG00000026037,Orc2,14181,FALSE
ENSMUSG00000085054,ENSMUSG00000085054,Gm15834,525,FALSE
ENSMUSG00000038174,ENSMUSG00000038174,Fam126b,9632,FALSE
ENSMUSG00000026032,ENSMUSG00000026032,Ndufb3,32962,FALSE
ENSMUSG00000047528,ENSMUSG00000047528,Als2cr12,207,FALSE
ENSMUSG00000026031,ENSMUSG00000026031,Cflar,10080,FALSE
ENSMUSG00000026029,ENSMUSG00000026029,Casp8,7185,FALSE
ENSMUSG00000026028,ENSMUSG00000026028,Trak2,9523,FALSE
ENSMUSG00000026027,ENSMUSG00000026027,Stradb,6904,FALSE
ENSMUSG00000099752,ENSMUSG00000099752,Gm29018,5,FALSE
ENSMUSG00000072295,ENSMUSG00000072295,Als2cr11,201,FALSE
ENSMUSG00000038079,ENSMUSG00000038079,Tmem237,8280,FALSE
ENSMUSG00000097573,ENSMUSG00000097573,G730003C15Rik,1473,FALSE
ENSMUSG00000079550,ENSMUSG00000079550,Mpp4,193,FALSE
ENSMUSG00000101586,ENSMUSG00000101586,Gm29017,7,FALSE
ENSMUSG00000026024,ENSMUSG00000026024,Als2,4642,FALSE
ENSMUSG00000026023,ENSMUSG00000026023,Cdk15,922,FALSE
ENSMUSG00000099922,ENSMUSG00000099922,Gm29016,25,FALSE
ENSMUSG00000041075,ENSMUSG00000041075,Fzd7,8584,FALSE
ENSMUSG00000097819,ENSMUSG00000097819,Gm26813,25,FALSE
ENSMUSG00000047361,ENSMUSG00000047361,Gm973,1806,FALSE
ENSMUSG00000099811,ENSMUSG00000099811,Gm28411,9,FALSE
ENSMUSG00000101409,ENSMUSG00000101409,1700122D07Rik,0,FALSE
ENSMUSG00000026021,ENSMUSG00000026021,Sumo1,34492,FALSE
ENSMUSG00000026020,ENSMUSG00000026020,Nop58,26119,FALSE
ENSMUSG00000067336,ENSMUSG00000067336,Bmpr2,17192,FALSE
ENSMUSG00000041040,ENSMUSG00000041040,Fam117b,7603,FALSE
ENSMUSG00000026018,ENSMUSG00000026018,Ica1l,1107,FALSE
ENSMUSG00000026019,ENSMUSG00000026019,Wdr12,18457,FALSE
ENSMUSG00000026017,ENSMUSG00000026017,Carf,5902,FALSE
ENSMUSG00000073664,ENSMUSG00000073664,Nbeal1,20018,FALSE
ENSMUSG00000049439,ENSMUSG00000049439,Cyp20a1,15424,FALSE
ENSMUSG00000026782,ENSMUSG00000026782,Abi2,8708,FALSE
ENSMUSG00000026014,ENSMUSG00000026014,Raph1,18694,FALSE
ENSMUSG00000026012,ENSMUSG00000026012,Cd28,1492,FALSE
ENSMUSG00000086795,ENSMUSG00000086795,Gm11579,13,FALSE
ENSMUSG00000085965,ENSMUSG00000085965,2310016D23Rik,5,FALSE
ENSMUSG00000026011,ENSMUSG00000026011,Ctla4,27,FALSE
ENSMUSG00000026009,ENSMUSG00000026009,Icos,35,FALSE
ENSMUSG00000100893,ENSMUSG00000100893,Gm28083,0,FALSE
ENSMUSG00000085248,ENSMUSG00000085248,Gm11587,0,FALSE
ENSMUSG00000085447,ENSMUSG00000085447,9530026F06Rik,4,FALSE
ENSMUSG00000086408,ENSMUSG00000086408,Gm11588,0,FALSE
ENSMUSG00000100965,ENSMUSG00000100965,Gm28449,0,FALSE
ENSMUSG00000086009,ENSMUSG00000086009,4930587A21Rik,0,FALSE
ENSMUSG00000052062,ENSMUSG00000052062,Pard3b,808,FALSE
ENSMUSG00000085842,ENSMUSG00000085842,Pard3bos1,2,FALSE
ENSMUSG00000085019,ENSMUSG00000085019,Pard3bos2,0,FALSE
ENSMUSG00000085400,ENSMUSG00000085400,Pard3bos3,38,FALSE
ENSMUSG00000100750,ENSMUSG00000100750,Gm29084,2105,FALSE
ENSMUSG00000025969,ENSMUSG00000025969,Nrp2,4700,FALSE
ENSMUSG00000100811,ENSMUSG00000100811,Gm29083,3,FALSE
ENSMUSG00000100426,ENSMUSG00000100426,Gm4208,8,FALSE
ENSMUSG00000040865,ENSMUSG00000040865,Ino80d,14402,FALSE
ENSMUSG00000084799,ENSMUSG00000084799,Ino80dos,455,FALSE
ENSMUSG00000101599,ENSMUSG00000101599,Gm20342,5891,FALSE
ENSMUSG00000025968,ENSMUSG00000025968,Ndufs1,17243,FALSE
ENSMUSG00000025967,ENSMUSG00000025967,Eef1b2,36115,FALSE
ENSMUSG00000046856,ENSMUSG00000046856,Gpr1,190,FALSE
ENSMUSG00000087561,ENSMUSG00000087561,Gm11608,5,FALSE
ENSMUSG00000027520,ENSMUSG00000027520,Zdbf2,3189,FALSE
ENSMUSG00000025964,ENSMUSG00000025964,Adam23,2955,FALSE
ENSMUSG00000069085,ENSMUSG00000069085,Dytn,1,FALSE
ENSMUSG00000025963,ENSMUSG00000025963,Mdh1b,20,FALSE
ENSMUSG00000025962,ENSMUSG00000025962,Fastkd2,8277,FALSE
ENSMUSG00000025961,ENSMUSG00000025961,4933402D24Rik,3,FALSE
ENSMUSG00000044689,ENSMUSG00000044689,Gm13749,2,FALSE
ENSMUSG00000025959,ENSMUSG00000025959,Klf7,11795,TRUE
ENSMUSG00000097272,ENSMUSG00000097272,Gm26649,80,FALSE
ENSMUSG00000086836,ENSMUSG00000086836,Gm13748,0,FALSE
ENSMUSG00000101895,ENSMUSG00000101895,Gm28981,9,FALSE
ENSMUSG00000025958,ENSMUSG00000025958,Creb1,11208,FALSE
ENSMUSG00000025956,ENSMUSG00000025956,Mettl21a,8405,FALSE
ENSMUSG00000101832,ENSMUSG00000101832,Gm28982,13,FALSE
ENSMUSG00000100437,ENSMUSG00000100437,Gm29152,1,FALSE
ENSMUSG00000070871,ENSMUSG00000070871,Ccnyl1,6830,FALSE
ENSMUSG00000045005,ENSMUSG00000045005,Fzd5,6042,FALSE
ENSMUSG00000051344,ENSMUSG00000051344,Plekhm3,2322,FALSE
ENSMUSG00000025955,ENSMUSG00000025955,Akr1cl,52,FALSE
ENSMUSG00000070870,ENSMUSG00000070870,Cryge,822,FALSE
ENSMUSG00000067299,ENSMUSG00000067299,Crygd,683,FALSE
ENSMUSG00000025952,ENSMUSG00000025952,Crygc,489,FALSE
ENSMUSG00000073658,ENSMUSG00000073658,Crygb,12,FALSE
ENSMUSG00000044429,ENSMUSG00000044429,Cryga,1436,FALSE
ENSMUSG00000100846,ENSMUSG00000100846,Gm28845,3,FALSE
ENSMUSG00000044816,ENSMUSG00000044816,D630023F18Rik,4001,FALSE
ENSMUSG00000025950,ENSMUSG00000025950,Idh1,23295,FALSE
ENSMUSG00000025949,ENSMUSG00000025949,Pikfyve,11147,FALSE
ENSMUSG00000025946,ENSMUSG00000025946,Pth2r,6,FALSE
ENSMUSG00000025945,ENSMUSG00000025945,Crygf,17,FALSE
ENSMUSG00000015222,ENSMUSG00000015222,Map2,617,FALSE
ENSMUSG00000073656,ENSMUSG00000073656,Gm10558,1,FALSE
ENSMUSG00000055567,ENSMUSG00000055567,Unc80,292,FALSE
ENSMUSG00000026005,ENSMUSG00000026005,Rpe,13824,FALSE
ENSMUSG00000026004,ENSMUSG00000026004,Kansl1l,3825,FALSE
ENSMUSG00000026003,ENSMUSG00000026003,Acadl,17995,FALSE
ENSMUSG00000061816,ENSMUSG00000061816,Myl1,302,FALSE
ENSMUSG00000026000,ENSMUSG00000026000,Lancl1,15124,FALSE
ENSMUSG00000025991,ENSMUSG00000025991,Cps1,140,FALSE
ENSMUSG00000086204,ENSMUSG00000086204,Gm15668,0,FALSE
ENSMUSG00000085075,ENSMUSG00000085075,Gm15669,2,FALSE
ENSMUSG00000087329,ENSMUSG00000087329,Gm15671,0,FALSE
ENSMUSG00000062209,ENSMUSG00000062209,Erbb4,30,FALSE
ENSMUSG00000099804,ENSMUSG00000099804,Gm28497,9,FALSE
ENSMUSG00000100354,ENSMUSG00000100354,Gm29113,17,FALSE
ENSMUSG00000101156,ENSMUSG00000101156,Gm29114,2,FALSE
ENSMUSG00000025997,ENSMUSG00000025997,Ikzf2,3905,FALSE
ENSMUSG00000053153,ENSMUSG00000053153,Spag16,224,FALSE
ENSMUSG00000045648,ENSMUSG00000045648,Vwc2l,1,FALSE
ENSMUSG00000026196,ENSMUSG00000026196,Bard1,3928,FALSE
ENSMUSG00000050296,ENSMUSG00000050296,Abca12,30,FALSE
ENSMUSG00000026192,ENSMUSG00000026192,Atic,15472,FALSE
ENSMUSG00000026193,ENSMUSG00000026193,Fn1,21084,TRUE
ENSMUSG00000073652,ENSMUSG00000073652,Apol7d,2603,FALSE
ENSMUSG00000099707,ENSMUSG00000099707,Gm8883,52,FALSE
ENSMUSG00000101211,ENSMUSG00000101211,Gm28818,20,FALSE
ENSMUSG00000101848,ENSMUSG00000101848,4933417E11Rik,25,FALSE
ENSMUSG00000101764,ENSMUSG00000101764,4930556G22Rik,2,FALSE
ENSMUSG00000102123,ENSMUSG00000102123,Gm4319,21,FALSE
ENSMUSG00000039395,ENSMUSG00000039395,Mreg,12035,FALSE
ENSMUSG00000097131,ENSMUSG00000097131,D230017M19Rik,3738,FALSE
ENSMUSG00000026189,ENSMUSG00000026189,Pecr,6071,FALSE
ENSMUSG00000026188,ENSMUSG00000026188,Tmem169,219,FALSE
ENSMUSG00000026187,ENSMUSG00000026187,Xrcc5,11051,FALSE
ENSMUSG00000039372,ENSMUSG00000039372,March4,171,FALSE
ENSMUSG00000039354,ENSMUSG00000039354,Smarcal1,4901,FALSE
ENSMUSG00000039342,ENSMUSG00000039342,Ankar,9,FALSE
ENSMUSG00000046330,ENSMUSG00000046330,Rpl37a,36189,FALSE
ENSMUSG00000039323,ENSMUSG00000039323,Igfbp2,11898,TRUE
ENSMUSG00000026185,ENSMUSG00000026185,Igfbp5,9553,TRUE
ENSMUSG00000101968,ENSMUSG00000101968,1700027A15Rik,65,FALSE
ENSMUSG00000026182,ENSMUSG00000026182,Tnp1,1293,FALSE
ENSMUSG00000101112,ENSMUSG00000101112,Gm29185,3,FALSE
ENSMUSG00000099877,ENSMUSG00000099877,Pinc,7,FALSE
ENSMUSG00000101812,ENSMUSG00000101812,D530049I02Rik,5,FALSE
ENSMUSG00000100444,ENSMUSG00000100444,C530043A13Rik,1629,FALSE
ENSMUSG00000100429,ENSMUSG00000100429,Gm29186,0,FALSE
ENSMUSG00000100301,ENSMUSG00000100301,6030407O03Rik,457,FALSE
ENSMUSG00000101344,ENSMUSG00000101344,Gm29183,352,FALSE
ENSMUSG00000055322,ENSMUSG00000055322,Tns1,4921,FALSE
ENSMUSG00000061815,ENSMUSG00000061815,Rufy4,210,FALSE
ENSMUSG00000026180,ENSMUSG00000026180,Cxcr2,827,FALSE
ENSMUSG00000048480,ENSMUSG00000048480,Cxcr1,27,FALSE
ENSMUSG00000006304,ENSMUSG00000006304,Arpc2,35384,TRUE
ENSMUSG00000064272,ENSMUSG00000064272,Gpbar1,48,FALSE
ENSMUSG00000006299,ENSMUSG00000006299,Aamp,29066,FALSE
ENSMUSG00000101503,ENSMUSG00000101503,Gm28364,2,FALSE
ENSMUSG00000026179,ENSMUSG00000026179,Pnkd,30885,FALSE
ENSMUSG00000006301,ENSMUSG00000006301,Tmbim1,15889,FALSE
ENSMUSG00000073650,ENSMUSG00000073650,Catip,1815,FALSE
ENSMUSG00000026177,ENSMUSG00000026177,Slc11a1,1764,FALSE
ENSMUSG00000026176,ENSMUSG00000026176,Ctdsp1,15681,FALSE
ENSMUSG00000026175,ENSMUSG00000026175,Vil1,213,FALSE
ENSMUSG00000033364,ENSMUSG00000033364,Usp37,11108,FALSE
ENSMUSG00000026174,ENSMUSG00000026174,Rqcd1,16958,FALSE
ENSMUSG00000026173,ENSMUSG00000026173,Plcd4,986,FALSE
ENSMUSG00000026135,ENSMUSG00000026135,Zfp142,5691,FALSE
ENSMUSG00000026172,ENSMUSG00000026172,Bcs1l,7660,FALSE
ENSMUSG00000026171,ENSMUSG00000026171,Rnf25,8246,FALSE
ENSMUSG00000033276,ENSMUSG00000033276,Stk36,1061,FALSE
ENSMUSG00000033257,ENSMUSG00000033257,Ttll4,6176,FALSE
ENSMUSG00000026170,ENSMUSG00000026170,Cyp27a1,4350,FALSE
ENSMUSG00000006542,ENSMUSG00000006542,Prkag3,134,FALSE
ENSMUSG00000033227,ENSMUSG00000033227,Wnt6,2029,FALSE
ENSMUSG00000099472,ENSMUSG00000099472,Gm29539,17,FALSE
ENSMUSG00000026167,ENSMUSG00000026167,Wnt10a,804,FALSE
ENSMUSG00000090071,ENSMUSG00000090071,Cdk5r2,533,FALSE
ENSMUSG00000055197,ENSMUSG00000055197,Fev,715,FALSE
ENSMUSG00000006546,ENSMUSG00000006546,Cryba2,631,FALSE
ENSMUSG00000047021,ENSMUSG00000047021,Ccdc108,89,FALSE
ENSMUSG00000089653,ENSMUSG00000089653,Gm15841,0,FALSE
ENSMUSG00000006538,ENSMUSG00000006538,Ihh,10560,FALSE
ENSMUSG00000026162,ENSMUSG00000026162,Nhej1,3255,FALSE
ENSMUSG00000026205,ENSMUSG00000026205,Slc23a3,1005,FALSE
ENSMUSG00000033159,ENSMUSG00000033159,Cnppd1,20653,FALSE
ENSMUSG00000049339,ENSMUSG00000049339,Fam134a,18957,FALSE
ENSMUSG00000026197,ENSMUSG00000026197,Zfand2b,17868,FALSE
ENSMUSG00000026198,ENSMUSG00000026198,Abcb6,6698,FALSE
ENSMUSG00000033124,ENSMUSG00000033124,Atg9a,8015,FALSE
ENSMUSG00000026199,ENSMUSG00000026199,Ankzf1,5211,FALSE
ENSMUSG00000026200,ENSMUSG00000026200,Glb1l,2750,FALSE
ENSMUSG00000026201,ENSMUSG00000026201,Stk16,22401,FALSE
ENSMUSG00000026202,ENSMUSG00000026202,Tuba4a,18880,FALSE
ENSMUSG00000096094,ENSMUSG00000096094,A630095N17Rik,64,FALSE
ENSMUSG00000026203,ENSMUSG00000026203,Dnajb2,9212,FALSE
ENSMUSG00000026204,ENSMUSG00000026204,Ptprn,6637,FALSE
ENSMUSG00000101840,ENSMUSG00000101840,Gm28294,4,FALSE
ENSMUSG00000033061,ENSMUSG00000033061,Resp18,30,FALSE
ENSMUSG00000100556,ENSMUSG00000100556,Gm28902,0,FALSE
ENSMUSG00000026209,ENSMUSG00000026209,Dnpep,28476,FALSE
ENSMUSG00000026208,ENSMUSG00000026208,Des,4528,FALSE
ENSMUSG00000085653,ENSMUSG00000085653,Gm15179,4,FALSE
ENSMUSG00000026207,ENSMUSG00000026207,Speg,4202,FALSE
ENSMUSG00000086053,ENSMUSG00000086053,Gm15178,0,FALSE
ENSMUSG00000033021,ENSMUSG00000033021,Gmppa,18353,FALSE
ENSMUSG00000033007,ENSMUSG00000033007,Asic4,284,FALSE
ENSMUSG00000032997,ENSMUSG00000032997,Chpf,14843,FALSE
ENSMUSG00000026211,ENSMUSG00000026211,Obsl1,8735,FALSE
ENSMUSG00000051703,ENSMUSG00000051703,Tmem198,607,FALSE
ENSMUSG00000032968,ENSMUSG00000032968,Inha,1234,FALSE
ENSMUSG00000026213,ENSMUSG00000026213,Stk11ip,4728,FALSE
ENSMUSG00000006576,ENSMUSG00000006576,Slc4a3,3334,FALSE
ENSMUSG00000099996,ENSMUSG00000099996,Gm29065,0,FALSE
ENSMUSG00000100827,ENSMUSG00000100827,Gm29069,0,FALSE
ENSMUSG00000100553,ENSMUSG00000100553,Gm17751,3,FALSE
ENSMUSG00000100534,ENSMUSG00000100534,Gm816,18,FALSE
ENSMUSG00000026235,ENSMUSG00000026235,Epha4,10525,FALSE
ENSMUSG00000101849,ENSMUSG00000101849,Gm28386,210,FALSE
ENSMUSG00000102052,ENSMUSG00000102052,Gm28387,1,FALSE
ENSMUSG00000004872,ENSMUSG00000004872,Pax3,904,FALSE
ENSMUSG00000032908,ENSMUSG00000032908,Sgpp2,1261,FALSE
ENSMUSG00000099561,ENSMUSG00000099561,Gm28410,6,FALSE
ENSMUSG00000026245,ENSMUSG00000026245,Farsb,18239,FALSE
ENSMUSG00000090486,ENSMUSG00000090486,BC035947,52,FALSE
ENSMUSG00000012187,ENSMUSG00000012187,Mogat1,566,FALSE
ENSMUSG00000099364,ENSMUSG00000099364,5730419F03Rik,491,FALSE
ENSMUSG00000100562,ENSMUSG00000100562,Gm29611,4,FALSE
ENSMUSG00000032883,ENSMUSG00000032883,Acsl3,11739,FALSE
ENSMUSG00000079470,ENSMUSG00000079470,Utp14b,4368,FALSE
ENSMUSG00000099706,ENSMUSG00000099706,Gm29536,2,FALSE
ENSMUSG00000047330,ENSMUSG00000047330,Kcne4,2301,FALSE
ENSMUSG00000101324,ENSMUSG00000101324,Gm29187,2,FALSE
ENSMUSG00000050711,ENSMUSG00000050711,Scg2,266,FALSE
ENSMUSG00000054702,ENSMUSG00000054702,Ap1s3,8815,FALSE
ENSMUSG00000073643,ENSMUSG00000073643,Wdfy1,24144,FALSE
ENSMUSG00000026248,ENSMUSG00000026248,Mrpl44,17260,FALSE
ENSMUSG00000026249,ENSMUSG00000026249,Serpine2,17266,TRUE
ENSMUSG00000099552,ENSMUSG00000099552,9830004L10Rik,550,FALSE
ENSMUSG00000043230,ENSMUSG00000043230,Fam124b,78,FALSE
ENSMUSG00000101257,ENSMUSG00000101257,2310015K22Rik,52,FALSE
ENSMUSG00000004364,ENSMUSG00000004364,Cul3,20941,FALSE
ENSMUSG00000101722,ENSMUSG00000101722,Gm29125,4,FALSE
ENSMUSG00000101483,ENSMUSG00000101483,1700016L21Rik,3,FALSE
ENSMUSG00000038608,ENSMUSG00000038608,Dock10,464,FALSE
ENSMUSG00000054976,ENSMUSG00000054976,Nyap2,5,FALSE
ENSMUSG00000055980,ENSMUSG00000055980,Irs1,8260,FALSE
ENSMUSG00000022591,ENSMUSG00000022591,Gm9747,97,FALSE
ENSMUSG00000026142,ENSMUSG00000026142,Rhbdd1,6087,FALSE
ENSMUSG00000100786,ENSMUSG00000100786,Gm28940,378,TRUE
ENSMUSG00000067158,ENSMUSG00000067158,Col4a4,438,FALSE
ENSMUSG00000079465,ENSMUSG00000079465,Col4a3,9,FALSE
ENSMUSG00000026150,ENSMUSG00000026150,Mff,29659,FALSE
ENSMUSG00000026149,ENSMUSG00000026149,Tm4sf20,27,FALSE
ENSMUSG00000100170,ENSMUSG00000100170,Gm28942,2,FALSE
ENSMUSG00000026159,ENSMUSG00000026159,Agfg1,19257,FALSE
ENSMUSG00000038496,ENSMUSG00000038496,Slc19a3,298,FALSE
ENSMUSG00000100190,ENSMUSG00000100190,Krtap28-10,15,FALSE
ENSMUSG00000101315,ENSMUSG00000101315,Krtap28-13,2,FALSE
ENSMUSG00000026166,ENSMUSG00000026166,Ccl20,60,FALSE
ENSMUSG00000053161,ENSMUSG00000053161,Daw1,7,FALSE
ENSMUSG00000026163,ENSMUSG00000026163,Sphkap,41,FALSE
ENSMUSG00000100580,ENSMUSG00000100580,4933436I20Rik,91,FALSE
ENSMUSG00000045658,ENSMUSG00000045658,Pid1,8448,FALSE
ENSMUSG00000036766,ENSMUSG00000036766,Dner,1145,FALSE
ENSMUSG00000026219,ENSMUSG00000026219,Trip12,28161,FALSE
ENSMUSG00000073633,ENSMUSG00000073633,Fbxo36,5692,FALSE
ENSMUSG00000026220,ENSMUSG00000026220,Slc16a14,180,FALSE
ENSMUSG00000052477,ENSMUSG00000052477,C130026I21Rik,813,FALSE
ENSMUSG00000089844,ENSMUSG00000089844,A530032D15Rik,229,FALSE
ENSMUSG00000073631,ENSMUSG00000073631,Gm10553,0,FALSE
ENSMUSG00000072109,ENSMUSG00000072109,A530040E14Rik,276,FALSE
ENSMUSG00000090252,ENSMUSG00000090252,Gm16028,42,FALSE
ENSMUSG00000089652,ENSMUSG00000089652,Gm16025,2,FALSE
ENSMUSG00000089714,ENSMUSG00000089714,Gm16092,1,FALSE
ENSMUSG00000094127,ENSMUSG00000094127,G530012D18Rik,4,FALSE
ENSMUSG00000070034,ENSMUSG00000070034,Sp110,430,TRUE
ENSMUSG00000090103,ENSMUSG00000090103,Gm16094,20,FALSE
ENSMUSG00000070031,ENSMUSG00000070031,Sp140,1851,TRUE
ENSMUSG00000073628,ENSMUSG00000073628,Gm10552,20,FALSE
ENSMUSG00000090246,ENSMUSG00000090246,Gm17017,1,FALSE
ENSMUSG00000026222,ENSMUSG00000026222,Sp100,2075,FALSE
ENSMUSG00000052760,ENSMUSG00000052760,A630001G21Rik,387,FALSE
ENSMUSG00000100217,ENSMUSG00000100217,9930111H07Rik,15,FALSE
ENSMUSG00000036707,ENSMUSG00000036707,Cab39,24644,FALSE
ENSMUSG00000026223,ENSMUSG00000026223,Itm2c,23752,TRUE
ENSMUSG00000026224,ENSMUSG00000026224,4933407L21Rik,12,FALSE
ENSMUSG00000099767,ENSMUSG00000099767,Gm28884,6,FALSE
ENSMUSG00000049608,ENSMUSG00000049608,Gpr55,14,FALSE
ENSMUSG00000100108,ENSMUSG00000100108,Gm28100,2,FALSE
ENSMUSG00000026226,ENSMUSG00000026226,Spata3,4,FALSE
ENSMUSG00000026227,ENSMUSG00000026227,2810459M11Rik,851,FALSE
ENSMUSG00000026229,ENSMUSG00000026229,Psmd1,24756,FALSE
ENSMUSG00000026228,ENSMUSG00000026228,Htr2b,357,FALSE
ENSMUSG00000094638,ENSMUSG00000094638,Gm21972,79,FALSE
ENSMUSG00000062590,ENSMUSG00000062590,Armc9,5730,FALSE
ENSMUSG00000087538,ENSMUSG00000087538,Gm16341,6,FALSE
ENSMUSG00000079445,ENSMUSG00000079445,B3gnt7,6499,FALSE
ENSMUSG00000099644,ENSMUSG00000099644,Gm28626,66,FALSE
ENSMUSG00000026234,ENSMUSG00000026234,Ncl,35366,TRUE
ENSMUSG00000026237,ENSMUSG00000026237,Nmur1,2,FALSE
ENSMUSG00000036574,ENSMUSG00000036574,1700019O17Rik,14,FALSE
ENSMUSG00000026238,ENSMUSG00000026238,Ptma,36148,FALSE
ENSMUSG00000026239,ENSMUSG00000026239,Pde6d,21419,FALSE
ENSMUSG00000026240,ENSMUSG00000026240,Cops7b,14547,FALSE
ENSMUSG00000026241,ENSMUSG00000026241,Nppc,1508,FALSE
ENSMUSG00000053333,ENSMUSG00000053333,Dis3l2,5762,FALSE
ENSMUSG00000099401,ENSMUSG00000099401,Gm28375,10,FALSE
ENSMUSG00000101625,ENSMUSG00000101625,Gm29371,2,FALSE
ENSMUSG00000026246,ENSMUSG00000026246,Alppl2,196,FALSE
ENSMUSG00000079440,ENSMUSG00000079440,Alpi,1,FALSE
ENSMUSG00000036500,ENSMUSG00000036500,Akp3,1,FALSE
ENSMUSG00000099839,ENSMUSG00000099839,Gm29374,10,FALSE
ENSMUSG00000026247,ENSMUSG00000026247,Ecel1,1213,FALSE
ENSMUSG00000036480,ENSMUSG00000036480,Prss56,684,FALSE
ENSMUSG00000026251,ENSMUSG00000026251,Chrnd,118,FALSE
ENSMUSG00000026253,ENSMUSG00000026253,Chrng,36,FALSE
ENSMUSG00000026254,ENSMUSG00000026254,Eif4e2,33352,FALSE
ENSMUSG00000026255,ENSMUSG00000026255,Efhd1,2288,FALSE
ENSMUSG00000089821,ENSMUSG00000089821,Efhd1os,3,FALSE
ENSMUSG00000048000,ENSMUSG00000048000,Gigyf2,21437,FALSE
ENSMUSG00000079436,ENSMUSG00000079436,Kcnj13,159,FALSE
ENSMUSG00000026258,ENSMUSG00000026258,3110079O15Rik,91,FALSE
ENSMUSG00000026259,ENSMUSG00000026259,Ngef,541,FALSE
ENSMUSG00000079434,ENSMUSG00000079434,Neu2,20,FALSE
ENSMUSG00000026288,ENSMUSG00000026288,Inpp5d,5286,FALSE
ENSMUSG00000026289,ENSMUSG00000026289,Atg16l1,13723,FALSE
ENSMUSG00000056055,ENSMUSG00000056055,Sag,2017,FALSE
ENSMUSG00000070738,ENSMUSG00000070738,Dgkd,7060,FALSE
ENSMUSG00000101942,ENSMUSG00000101942,Gm19582,2,FALSE
ENSMUSG00000005501,ENSMUSG00000005501,Usp40,7666,FALSE
ENSMUSG00000090165,ENSMUSG00000090165,Ugt1a10,5,FALSE
ENSMUSG00000090175,ENSMUSG00000090175,Ugt1a9,3,FALSE
ENSMUSG00000089675,ENSMUSG00000089675,Ugt1a8,1,FALSE
ENSMUSG00000090124,ENSMUSG00000090124,Ugt1a7c,231,FALSE
ENSMUSG00000090145,ENSMUSG00000090145,Ugt1a6b,9,FALSE
ENSMUSG00000054545,ENSMUSG00000054545,Ugt1a6a,69,FALSE
ENSMUSG00000089943,ENSMUSG00000089943,Ugt1a5,5,FALSE
ENSMUSG00000090171,ENSMUSG00000090171,Ugt1a2,2,FALSE
ENSMUSG00000081984,ENSMUSG00000081984,Dnajb3,4402,FALSE
ENSMUSG00000089960,ENSMUSG00000089960,Ugt1a1,4,FALSE
ENSMUSG00000079429,ENSMUSG00000079429,Mroh2a,179,FALSE
ENSMUSG00000044783,ENSMUSG00000044783,Hjurp,15997,FALSE
ENSMUSG00000036251,ENSMUSG00000036251,Trpm8,10,FALSE
ENSMUSG00000085420,ENSMUSG00000085420,4930453O03Rik,0,FALSE
ENSMUSG00000026295,ENSMUSG00000026295,Spp2,191,FALSE
ENSMUSG00000099553,ENSMUSG00000099553,Gm29538,49,FALSE
ENSMUSG00000100908,ENSMUSG00000100908,Gm28888,23,FALSE
ENSMUSG00000062310,ENSMUSG00000062310,Glrp1,1140,FALSE
ENSMUSG00000100798,ENSMUSG00000100798,Gm19589,59,FALSE
ENSMUSG00000100367,ENSMUSG00000100367,Gm29336,20,FALSE
ENSMUSG00000049866,ENSMUSG00000049866,Arl4c,18435,TRUE
ENSMUSG00000097398,ENSMUSG00000097398,Platr5,707,FALSE
ENSMUSG00000099848,ENSMUSG00000099848,Gm29337,7,FALSE
ENSMUSG00000099378,ENSMUSG00000099378,1700067G17Rik,93,FALSE
ENSMUSG00000036206,ENSMUSG00000036206,Sh3bp4,9172,FALSE
ENSMUSG00000101288,ENSMUSG00000101288,Gm28342,1,FALSE
ENSMUSG00000099938,ENSMUSG00000099938,C030007H22Rik,3,FALSE
ENSMUSG00000055013,ENSMUSG00000055013,Agap1,14374,FALSE
ENSMUSG00000034486,ENSMUSG00000034486,Gbx2,2551,FALSE
ENSMUSG00000067081,ENSMUSG00000067081,Asb18,45,FALSE
ENSMUSG00000026301,ENSMUSG00000026301,Iqca,1814,FALSE
ENSMUSG00000100850,ENSMUSG00000100850,4930434B07Rik,9,FALSE
ENSMUSG00000044337,ENSMUSG00000044337,Ackr3,6947,TRUE
ENSMUSG00000101951,ENSMUSG00000101951,Gm28721,1,FALSE
ENSMUSG00000101028,ENSMUSG00000101028,Gm28723,663,FALSE
ENSMUSG00000101997,ENSMUSG00000101997,Gm28722,28,FALSE
ENSMUSG00000034432,ENSMUSG00000034432,Cops8,27770,FALSE
ENSMUSG00000056128,ENSMUSG00000056128,Gm9991,8,FALSE
ENSMUSG00000048126,ENSMUSG00000048126,Col6a3,7617,TRUE
ENSMUSG00000026303,ENSMUSG00000026303,Mlph,842,FALSE
ENSMUSG00000090550,ENSMUSG00000090550,Prlh,2,FALSE
ENSMUSG00000026304,ENSMUSG00000026304,Rab17,2730,FALSE
ENSMUSG00000100791,ENSMUSG00000100791,Gm28199,2,FALSE
ENSMUSG00000026305,ENSMUSG00000026305,Lrrfip1,12415,TRUE
ENSMUSG00000070732,ENSMUSG00000070732,Rbm44,1464,FALSE
ENSMUSG00000034353,ENSMUSG00000034353,Ramp1,5529,FALSE
ENSMUSG00000034343,ENSMUSG00000034343,Ube2f,24038,FALSE
